date,count,amount
2004-08-12 00:00:00,1884,421462.3899999998
2004-08-13 00:00:00,3865,444571.2800000004
2004-08-14 00:00:00,625,68851.51
2004-08-15 00:00:00,5168,270546.24000000017
2004-08-16 00:00:00,2034,417929.86999999953
2004-08-17 00:00:00,1481,378672.2599999991
2004-08-18 00:00:00,1202,332166.10000000003
2004-08-19 00:00:00,1396,336796.3999999999
2004-08-20 00:00:00,4748,558669.979999999
2004-08-21 00:00:00,388,107480.08
2004-08-22 00:00:00,164,27657.74
2004-08-23 00:00:00,1430,866929.1399999999
2004-08-24 00:00:00,2381,391947.30999999953
2004-08-25 00:00:00,2029,953475.0699999998
2004-08-26 00:00:00,2413,603903.3100000005
2004-08-27 00:00:00,2221,404717.4099999994
2004-08-28 00:00:00,298,57009.95
2004-08-29 00:00:00,236,33172.92999999999
2004-08-30 00:00:00,1772,487343.7599999999
2004-08-31 00:00:00,5523,786842.4699999995
2004-09-01 00:00:00,2673,472463.76
2004-09-02 00:00:00,1432,894810.7999999993
2004-09-03 00:00:00,2635,639385.3000000003
2004-09-04 00:00:00,654,97010.32
2004-09-05 00:00:00,882,57546.53000000001
2004-09-06 00:00:00,321,73341.76000000004
2004-09-07 00:00:00,1824,684513.8300000001
2004-09-08 00:00:00,2876,605821.3599999996
2004-09-09 00:00:00,2649,626182.3100000004
2004-09-10 00:00:00,4163,830780.6899999982
2004-09-11 00:00:00,683,85235.89000000007
2004-09-12 00:00:00,315,112722.07
2004-09-13 00:00:00,3429,829755.3000000016
2004-09-14 00:00:00,2256,1228969.5599999998
2004-09-15 00:00:00,6954,1736304.2699999982
2004-09-16 00:00:00,1988,604630.9400000004
2004-09-17 00:00:00,2211,1179391.7
2004-09-18 00:00:00,517,131504.59999999998
2004-09-19 00:00:00,243,53695.49
2004-09-20 00:00:00,4289,901534.8000000006
2004-09-21 00:00:00,1669,867798.2099999998
2004-09-22 00:00:00,2182,922668.6
2004-09-23 00:00:00,5281,2202098.3400000036
2004-09-24 00:00:00,3104,1122121.6899999983
2004-09-25 00:00:00,1128,270543.9000000001
2004-09-26 00:00:00,385,82061.28
2004-09-27 00:00:00,2409,1328225.1900000004
2004-09-28 00:00:00,1851,887584.3799999995
2004-09-29 00:00:00,2061,962565.2500000012
2004-09-30 00:00:00,8012,1731919.1199999976
2004-10-01 00:00:00,3084,1037344.9199999989
2004-10-02 00:00:00,498,157058.64
2004-10-03 00:00:00,561,200597.81
2004-10-04 00:00:00,3284,1440372.4199999992
2004-10-05 00:00:00,4134,1866812.7799999956
2004-10-06 00:00:00,1765,1097170.9800000032
2004-10-07 00:00:00,2848,994702.3900000001
2004-10-08 00:00:00,4071,1634974.5899999978
2004-10-09 00:00:00,952,183578.08
2004-10-10 00:00:00,796,217658.78
2004-10-11 00:00:00,1493,842872.6099999995
2004-10-12 00:00:00,3481,1937691.1799999934
2004-10-13 00:00:00,3170,1731269.12
2004-10-14 00:00:00,3891,2458776.5699999947
2004-10-15 00:00:00,7686,1992484.2999999989
2004-10-16 00:00:00,441,234699.06000000003
2004-10-17 00:00:00,209,121602.01
2004-10-18 00:00:00,1984,2148826.6699999995
2004-10-19 00:00:00,2153,1695262.1700000006
2004-10-20 00:00:00,4284,2451468.0199999954
2004-10-21 00:00:00,3188,2684021.060000001
2004-10-22 00:00:00,4684,2130844.5500000077
2004-10-23 00:00:00,532,446132.3800000001
2004-10-24 00:00:00,1128,462621.4599999999
2004-10-25 00:00:00,2228,1628499.5600000015
2004-10-26 00:00:00,2434,2127802.01
2004-10-27 00:00:00,2525,1782282.1300000006
2004-10-28 00:00:00,2345,1743791.9400000002
2004-10-29 00:00:00,3939,1439389.5299999977
2004-10-30 00:00:00,1080,242049.14000000016
2004-10-31 00:00:00,2759,141041.83999999997
2004-11-01 00:00:00,3514,1588989.17
2004-11-02 00:00:00,1204,582558.5500000005
2004-11-03 00:00:00,1035,490739.20000000007
2004-11-04 00:00:00,1818,455529.35999999975
2004-11-05 00:00:00,4954,495443.9499999997
2004-11-06 00:00:00,227,77381.45
2004-11-07 00:00:00,75,32205.86
2004-11-08 00:00:00,1902,793549.0100000018
2004-11-09 00:00:00,1420,548774.5199999999
2004-11-10 00:00:00,2014,893588.0099999998
2004-11-11 00:00:00,1096,423575.62999999995
2004-11-12 00:00:00,1570,627646.7799999989
2004-11-13 00:00:00,86,21610.7
2004-11-14 00:00:00,141,41799.46
2004-11-15 00:00:00,6812,1001173.1600000003
2004-11-16 00:00:00,1904,454212.3800000004
2004-11-17 00:00:00,1380,795893.03
2004-11-18 00:00:00,2135,587926.0900000004
2004-11-19 00:00:00,4802,588518.5599999999
2004-11-20 00:00:00,1260,123654.62000000011
2004-11-21 00:00:00,62,23067.85
2004-11-22 00:00:00,2857,716968.5500000009
2004-11-23 00:00:00,1971,598810.6100000002
2004-11-24 00:00:00,1526,341538.3
2004-11-25 00:00:00,662,284010.91000000003
2004-11-26 00:00:00,1313,144878.9100000002
2004-11-27 00:00:00,61,16209.61
2004-11-28 00:00:00,107,62571.68
2004-11-29 00:00:00,1206,692393.4299999999
2004-11-30 00:00:00,6390,1315393.290000001
2004-12-01 00:00:00,2981,726162.3100000002
2004-12-02 00:00:00,2251,951930.2699999997
2004-12-03 00:00:00,3930,803295.7600000005
2004-12-04 00:00:00,224,72884.6
2004-12-05 00:00:00,991,167287.39
2004-12-06 00:00:00,2907,1311570.5000000005
2004-12-07 00:00:00,2252,1379503.4699999993
2004-12-08 00:00:00,4318,1192983.7600000002
2004-12-09 00:00:00,3121,2207191.659999999
2004-12-10 00:00:00,5935,4780282.050000009
2004-12-11 00:00:00,2034,1883749.2599999995
2004-12-12 00:00:00,80,25365.66
2004-12-13 00:00:00,3160,355984.94999999943
2004-12-14 00:00:00,1338,136443.11000000004
2004-12-15 00:00:00,6036,406296.7100000001
2004-12-16 00:00:00,3537,164536.16
2004-12-17 00:00:00,1934,300619.8799999998
2004-12-18 00:00:00,392,9477.520000000004
2004-12-19 00:00:00,44,6647.120000000001
2004-12-20 00:00:00,4561,182647.95000000033
2004-12-21 00:00:00,592,76119.95999999999
2004-12-22 00:00:00,1026,78416.02000000002
2004-12-23 00:00:00,2188,125824.92999999975
2004-12-24 00:00:00,503,100785.65999999995
2004-12-25 00:00:00,346,58285.77000000002
2004-12-26 00:00:00,421,46059.55
2004-12-27 00:00:00,446,72345.69
2004-12-28 00:00:00,593,307671.05000000005
2004-12-29 00:00:00,1514,184680.11000000002
2004-12-30 00:00:00,4417,287925.9999999999
2004-12-31 00:00:00,7548,969172.2299999982
2005-01-01 00:00:00,252,38113.36
2005-01-02 00:00:00,234,12659.73
2005-01-03 00:00:00,1263,129197.9799999998
2005-01-04 00:00:00,883,289142.62000000005
2005-01-05 00:00:00,2969,245254.5599999995
2005-01-06 00:00:00,1120,139302.28000000006
2005-01-07 00:00:00,1401,138656.72000000003
2005-01-08 00:00:00,1703,39843.140000000254
2005-01-09 00:00:00,70,13755.0
2005-01-10 00:00:00,2768,402160.49999999977
2005-01-11 00:00:00,1549,165687.28000000006
2005-01-12 00:00:00,1305,85530.39999999998
2005-01-13 00:00:00,2241,341225.1699999994
2005-01-14 00:00:00,3995,277681.4999999997
2005-01-15 00:00:00,4829,262008.5799999999
2005-01-16 00:00:00,59,15533.76
2005-01-17 00:00:00,531,49506.79000000007
2005-01-18 00:00:00,3228,167010.79
2005-01-19 00:00:00,1554,156492.97
2005-01-20 00:00:00,2801,209656.1500000003
2005-01-21 00:00:00,1284,172916.0600000002
2005-01-22 00:00:00,154,6390.099999999999
2005-01-23 00:00:00,201,59562.77
2005-01-24 00:00:00,2350,312390.3899999989
2005-01-25 00:00:00,1970,274330.6200000002
2005-01-26 00:00:00,1190,553984.0700000002
2005-01-27 00:00:00,3233,212338.93000000005
2005-01-28 00:00:00,3219,189548.6499999993
2005-01-29 00:00:00,119,26619.0
2005-01-30 00:00:00,256,66614.32
2005-01-31 00:00:00,7720,375042.8100000002
2005-02-01 00:00:00,1431,140926.5699999999
2005-02-02 00:00:00,1375,133171.40000000002
2005-02-03 00:00:00,1875,278085.5800000001
2005-02-04 00:00:00,2471,190349.2000000001
2005-02-05 00:00:00,1220,70902.37
2005-02-06 00:00:00,120,36140.130000000005
2005-02-07 00:00:00,495,116291.80000000003
2005-02-08 00:00:00,1505,103842.43000000015
2005-02-09 00:00:00,1212,194306.29
2005-02-10 00:00:00,2911,304084.97000000003
2005-02-11 00:00:00,3929,171204.67000000025
2005-02-12 00:00:00,584,24096.489999999976
2005-02-13 00:00:00,62,6412.970000000001
2005-02-14 00:00:00,1640,188068.48000000004
2005-02-15 00:00:00,6158,432498.4400000002
2005-02-16 00:00:00,2169,207495.8199999997
2005-02-17 00:00:00,1292,354245.34
2005-02-18 00:00:00,2670,348159.38999999984
2005-02-19 00:00:00,197,10278.119999999995
2005-02-20 00:00:00,973,53731.890000000014
2005-02-21 00:00:00,1489,229783.00999999943
2005-02-22 00:00:00,916,194964.51000000013
2005-02-23 00:00:00,1211,209759.41999999998
2005-02-24 00:00:00,2095,518848.7199999997
2005-02-25 00:00:00,3949,227236.36999999988
2005-02-26 00:00:00,284,27414.510000000002
2005-02-27 00:00:00,55,14683.77
2005-02-28 00:00:00,5517,366706.93000000063
2005-03-01 00:00:00,2001,187285.0700000001
2005-03-02 00:00:00,1522,266131.61
2005-03-03 00:00:00,787,167898.07000000004
2005-03-04 00:00:00,2301,122599.47000000007
2005-03-05 00:00:00,1179,60242.11999999998
2005-03-06 00:00:00,49,31998.37
2005-03-07 00:00:00,962,228733.54999999996
2005-03-08 00:00:00,1582,213962.03999999986
2005-03-09 00:00:00,2048,147873.97999999986
2005-03-10 00:00:00,1934,134195.51000000004
2005-03-11 00:00:00,2440,278055.57
2005-03-12 00:00:00,501,19876.369999999995
2005-03-13 00:00:00,87,5982.570000000001
2005-03-14 00:00:00,1233,121167.34000000005
2005-03-15 00:00:00,7031,453200.65000000014
2005-03-16 00:00:00,1139,124237.08000000009
2005-03-17 00:00:00,906,51106.74000000002
2005-03-18 00:00:00,3057,155196.60000000006
2005-03-19 00:00:00,390,82135.76000000001
2005-03-20 00:00:00,958,41738.510000000024
2005-03-21 00:00:00,834,100556.01999999997
2005-03-22 00:00:00,799,119720.18999999999
2005-03-23 00:00:00,1156,388678.7599999998
2005-03-24 00:00:00,1736,315422.8200000002
2005-03-25 00:00:00,2275,116433.0300000002
2005-03-26 00:00:00,128,7152.66
2005-03-27 00:00:00,30,3305.0600000000004
2005-03-28 00:00:00,1138,163356.79000000007
2005-03-29 00:00:00,1117,125215.28
2005-03-30 00:00:00,1280,128776.11000000007
2005-03-31 00:00:00,6136,350837.40000000066
2005-04-01 00:00:00,2414,238632.62000000014
2005-04-02 00:00:00,293,20835.57
2005-04-03 00:00:00,112,9811.8
2005-04-04 00:00:00,587,114360.96999999999
2005-04-05 00:00:00,2675,252043.43999999954
2005-04-06 00:00:00,696,69624.98
2005-04-07 00:00:00,1782,217315.74999999974
2005-04-08 00:00:00,2919,226098.58999999968
2005-04-09 00:00:00,554,28215.20999999999
2005-04-10 00:00:00,425,18313.67
2005-04-11 00:00:00,1178,311654.23999999836
2005-04-12 00:00:00,509,189061.74000000002
2005-04-13 00:00:00,995,144346.82
2005-04-14 00:00:00,2032,228546.73
2005-04-15 00:00:00,7261,282517.3199999998
2005-04-16 00:00:00,458,9041.54
2005-04-17 00:00:00,111,14121.530000000002
2005-04-18 00:00:00,630,176650.93000000005
2005-04-19 00:00:00,766,130981.74000000002
2005-04-20 00:00:00,2894,227527.36000000022
2005-04-21 00:00:00,945,71665.89000000007
2005-04-22 00:00:00,3627,213757.18999999962
2005-04-23 00:00:00,102,24538.39
2005-04-24 00:00:00,106,44979.180000000015
2005-04-25 00:00:00,1118,290463.39999999997
2005-04-26 00:00:00,954,212374.15999999995
2005-04-27 00:00:00,817,82008.04999999999
2005-04-28 00:00:00,777,114412.82999999993
2005-04-29 00:00:00,3460,265708.9099999997
2005-04-30 00:00:00,4313,230863.6800000001
2005-05-01 00:00:00,299,44488.38
2005-05-02 00:00:00,1166,126176.32000000011
2005-05-03 00:00:00,826,226174.13999999996
2005-05-04 00:00:00,529,127643.14000000001
2005-05-05 00:00:00,3275,195850.27000000008
2005-05-06 00:00:00,3272,165950.64000000016
2005-05-07 00:00:00,82,11020.79
2005-05-08 00:00:00,48,6475.68
2005-05-09 00:00:00,738,151265.47999999986
2005-05-10 00:00:00,1242,90955.11000000002
2005-05-11 00:00:00,1516,182379.31
2005-05-12 00:00:00,1098,119888.40000000001
2005-05-13 00:00:00,2908,141984.23999999976
2005-05-14 00:00:00,207,7692.34
2005-05-15 00:00:00,4235,165847.90999999986
2005-05-16 00:00:00,1887,142446.43000000017
2005-05-17 00:00:00,880,337899.24000000005
2005-05-18 00:00:00,895,154275.36000000004
2005-05-19 00:00:00,1328,248705.55999999985
2005-05-20 00:00:00,5380,368420.21999999846
2005-05-21 00:00:00,544,17868.909999999985
2005-05-22 00:00:00,52,3142.34
2005-05-23 00:00:00,779,152898.00999999986
2005-05-24 00:00:00,1087,179219.80000000013
2005-05-25 00:00:00,945,165922.86000000007
2005-05-26 00:00:00,1582,93177.82999999996
2005-05-27 00:00:00,1690,184996.36000000007
2005-05-28 00:00:00,143,3483.22
2005-05-29 00:00:00,153,24808.03
2005-05-30 00:00:00,46,4912.57
2005-05-31 00:00:00,13124,775971.4599999991
2005-06-01 00:00:00,1348,125246.34999999999
2005-06-02 00:00:00,1625,191458.1
2005-06-03 00:00:00,2920,172949.82000000015
2005-06-04 00:00:00,89,8047.42
2005-06-05 00:00:00,2165,69201.89000000001
2005-06-06 00:00:00,1727,160843.07999999984
2005-06-07 00:00:00,561,184982.24
2005-06-08 00:00:00,1522,147524.1499999999
2005-06-09 00:00:00,788,160189.64999999997
2005-06-10 00:00:00,1869,229481.51000000013
2005-06-11 00:00:00,263,36830.729999999996
2005-06-12 00:00:00,124,11074.69
2005-06-13 00:00:00,2760,309490.6100000001
2005-06-14 00:00:00,729,247260.29000000004
2005-06-15 00:00:00,13249,514229.69000000105
2005-06-16 00:00:00,3479,411507.1300000009
2005-06-17 00:00:00,3568,253866.4699999999
2005-06-18 00:00:00,1049,61043.63000000008
2005-06-19 00:00:00,185,6709.66
2005-06-20 00:00:00,3836,888996.5300000028
2005-06-21 00:00:00,1279,833056.880000002
2005-06-22 00:00:00,1591,1072304.8800000006
2005-06-23 00:00:00,1827,1884306.5300000045
2005-06-24 00:00:00,1607,1189216.3400000022
2005-06-25 00:00:00,828,138309.6
2005-06-26 00:00:00,198,176155.85000000003
2005-06-27 00:00:00,1284,2567288.5000000005
2005-06-28 00:00:00,1507,1880797.6599999978
2005-06-29 00:00:00,1384,4113006.0500000003
2005-06-30 00:00:00,11901,5457169.13999999
2005-07-01 00:00:00,4647,1412062.6199999999
2005-07-02 00:00:00,82,18987.859999999997
2005-07-03 00:00:00,29,1244.0
2005-07-04 00:00:00,77,137438.97
2005-07-05 00:00:00,3038,497343.0999999991
2005-07-06 00:00:00,843,261498.01
2005-07-07 00:00:00,986,201543.10000000003
2005-07-08 00:00:00,3026,442897.0299999997
2005-07-09 00:00:00,162,53898.810000000005
2005-07-10 00:00:00,394,24849.009999999995
2005-07-11 00:00:00,1507,290373.8599999998
2005-07-12 00:00:00,989,517269.99000000005
2005-07-13 00:00:00,2221,421704.18999999994
2005-07-14 00:00:00,1915,523349.6800000002
2005-07-15 00:00:00,9465,572698.1200000012
2005-07-16 00:00:00,492,69886.58000000007
2005-07-17 00:00:00,365,24083.980000000007
2005-07-18 00:00:00,1662,397106.5100000004
2005-07-19 00:00:00,1098,415174.7
2005-07-20 00:00:00,3145,374756.3199999993
2005-07-21 00:00:00,892,229105.5199999992
2005-07-22 00:00:00,2249,275947.9800000001
2005-07-23 00:00:00,133,57314.84
2005-07-24 00:00:00,192,21505.530000000002
2005-07-25 00:00:00,1560,443038.9600000001
2005-07-26 00:00:00,1595,261433.90000000002
2005-07-27 00:00:00,1408,218081.57
2005-07-28 00:00:00,3268,273377.2400000001
2005-07-29 00:00:00,4343,332859.7300000001
2005-07-30 00:00:00,227,30854.5
2005-07-31 00:00:00,5375,192363.96000000005
2005-08-01 00:00:00,2013,721500.4099999995
2005-08-02 00:00:00,1385,486700.01
2005-08-03 00:00:00,1237,313199.06000000006
2005-08-04 00:00:00,984,220036.41000000003
2005-08-05 00:00:00,4839,268233.7100000003
2005-08-06 00:00:00,328,44340.48999999999
2005-08-07 00:00:00,94,10144.849999999999
2005-08-08 00:00:00,1907,260197.37999999986
2005-08-09 00:00:00,1191,436855.54
2005-08-10 00:00:00,1845,304630.5299999999
2005-08-11 00:00:00,2386,309040.76999999984
2005-08-12 00:00:00,2980,298458.4199999992
2005-08-13 00:00:00,502,50053.060000000034
2005-08-14 00:00:00,104,13440.479999999998
2005-08-15 00:00:00,9339,657797.4600000004
2005-08-16 00:00:00,2178,474762.38000000047
2005-08-17 00:00:00,1280,372101.3
2005-08-18 00:00:00,1178,408137.3999999999
2005-08-19 00:00:00,2956,424657.1199999995
2005-08-20 00:00:00,2131,138780.23000000016
2005-08-21 00:00:00,163,27743.18
2005-08-22 00:00:00,1096,371594.4099999999
2005-08-23 00:00:00,794,465273.45999999996
2005-08-24 00:00:00,2139,309911.5799999996
2005-08-25 00:00:00,3150,738540.5900000003
2005-08-26 00:00:00,3960,444345.1600000002
2005-08-27 00:00:00,279,102302.48999999999
2005-08-28 00:00:00,179,43328.96000000001
2005-08-29 00:00:00,1345,458865.88
2005-08-30 00:00:00,1050,485039.70000000007
2005-08-31 00:00:00,6061,649221.2999999997
2005-09-01 00:00:00,1925,521040.55
2005-09-02 00:00:00,3091,604133.8599999987
2005-09-03 00:00:00,312,72597.69
2005-09-04 00:00:00,86,16992.9
2005-09-05 00:00:00,313,77691.11
2005-09-06 00:00:00,2503,741239.8699999996
2005-09-07 00:00:00,1308,693780.0800000002
2005-09-08 00:00:00,2900,526606.7500000001
2005-09-09 00:00:00,4141,463387.9299999987
2005-09-10 00:00:00,850,96383.65
2005-09-11 00:00:00,81,21306.42
2005-09-12 00:00:00,1562,657160.8499999992
2005-09-13 00:00:00,2390,855792.2600000001
2005-09-14 00:00:00,1616,799950.55
2005-09-15 00:00:00,6984,1427011.3599999999
2005-09-16 00:00:00,3096,464928.64000000036
2005-09-17 00:00:00,706,149001.9
2005-09-18 00:00:00,226,47360.03
2005-09-19 00:00:00,1592,713777.78
2005-09-20 00:00:00,3686,771177.8700000013
2005-09-21 00:00:00,1704,785302.56
2005-09-22 00:00:00,2265,684369.2100000003
2005-09-23 00:00:00,3610,585614.920000001
2005-09-24 00:00:00,212,66809.57
2005-09-25 00:00:00,1034,92992.77999999998
2005-09-26 00:00:00,1353,609894.1199999999
2005-09-27 00:00:00,1310,409855.17999999993
2005-09-28 00:00:00,1301,765039.5400000002
2005-09-29 00:00:00,2448,891616.4400000001
2005-09-30 00:00:00,8993,1279606.7500000007
2005-10-01 00:00:00,1006,203157.33000000007
2005-10-02 00:00:00,202,59845.6
2005-10-03 00:00:00,1289,657472.8
2005-10-04 00:00:00,2038,798406.09
2005-10-05 00:00:00,3689,828662.8200000009
2005-10-06 00:00:00,2402,981615.9399999998
2005-10-07 00:00:00,3858,983289.5700000023
2005-10-08 00:00:00,629,150594.21000000014
2005-10-09 00:00:00,270,49635.03000000001
2005-10-10 00:00:00,1650,652573.1599999993
2005-10-11 00:00:00,2053,1523258.31
2005-10-12 00:00:00,1839,913866.5399999995
2005-10-13 00:00:00,3056,1096468.1400000004
2005-10-14 00:00:00,5365,694274.3399999973
2005-10-15 00:00:00,3455,224135.18999999997
2005-10-16 00:00:00,244,71773.72
2005-10-17 00:00:00,1557,797360.3000000002
2005-10-18 00:00:00,2456,856039.6799999999
2005-10-19 00:00:00,2025,1092075.95
2005-10-20 00:00:00,4361,1020723.5399999991
2005-10-21 00:00:00,3291,758609.5900000008
2005-10-22 00:00:00,374,117359.7
2005-10-23 00:00:00,521,131021.03
2005-10-24 00:00:00,2627,1284570.1000000015
2005-10-25 00:00:00,2216,916332.2499999997
2005-10-26 00:00:00,2434,964693.9199999997
2005-10-27 00:00:00,1679,802077.6300000002
2005-10-28 00:00:00,3306,757968.6
2005-10-29 00:00:00,370,73774.40000000001
2005-10-30 00:00:00,458,100040.88
2005-10-31 00:00:00,5784,1087572.9200000002
2005-11-01 00:00:00,3524,973045.1699999999
2005-11-02 00:00:00,1632,1017971.7999999997
2005-11-03 00:00:00,2524,1041106.1
2005-11-04 00:00:00,5144,721660.3900000014
2005-11-05 00:00:00,1355,166658.10000000003
2005-11-06 00:00:00,203,69371.98999999999
2005-11-07 00:00:00,1664,685645.0299999993
2005-11-08 00:00:00,1553,788176.98
2005-11-09 00:00:00,2692,913712.8200000002
2005-11-10 00:00:00,3437,766205.2099999981
2005-11-11 00:00:00,2520,490087.20999999973
2005-11-12 00:00:00,397,73239.51999999999
2005-11-13 00:00:00,181,84848.56999999999
2005-11-14 00:00:00,4273,1031558.4999999999
2005-11-15 00:00:00,6085,1237531.4700000016
2005-11-16 00:00:00,3070,1152858.3499999996
2005-11-17 00:00:00,2520,1035845.6599999977
2005-11-18 00:00:00,5346,1228769.2100000004
2005-11-19 00:00:00,831,108463.41000000008
2005-11-20 00:00:00,1087,105635.74
2005-11-21 00:00:00,2391,958676.6500000008
2005-11-22 00:00:00,1416,560258.9599999998
2005-11-23 00:00:00,1908,581839.6299999998
2005-11-24 00:00:00,274,60877.46
2005-11-25 00:00:00,1729,285620.83999999985
2005-11-26 00:00:00,459,111410.17999999996
2005-11-27 00:00:00,98,28299.890000000003
2005-11-28 00:00:00,1704,943557.31
2005-11-29 00:00:00,2309,1222511.7999999998
2005-11-30 00:00:00,5780,829606.2800000001
2005-12-01 00:00:00,4883,1345687.7799999996
2005-12-02 00:00:00,4320,527783.7199999993
2005-12-03 00:00:00,408,81555.99
2005-12-04 00:00:00,259,94007.20999999996
2005-12-05 00:00:00,3871,694274.8499999983
2005-12-06 00:00:00,1835,658729.679999999
2005-12-07 00:00:00,2296,1003985.0799999996
2005-12-08 00:00:00,2402,572159.9000000006
2005-12-09 00:00:00,3448,1260520.719999998
2005-12-10 00:00:00,731,95249.34999999995
2005-12-11 00:00:00,240,85579.84999999996
2005-12-12 00:00:00,2720,876492.1899999991
2005-12-13 00:00:00,3005,798608.7799999969
2005-12-14 00:00:00,2787,505068.3800000011
2005-12-15 00:00:00,8189,1155444.859999997
2005-12-16 00:00:00,5715,926737.3199999983
2005-12-17 00:00:00,585,53315.50999999997
2005-12-18 00:00:00,275,49148.22000000002
2005-12-19 00:00:00,1727,481146.7700000003
2005-12-20 00:00:00,5733,1043010.8000000014
2005-12-21 00:00:00,3457,636089.4300000005
2005-12-22 00:00:00,1537,549469.8899999999
2005-12-23 00:00:00,765,411696.8000000004
2005-12-24 00:00:00,143,81977.89
2005-12-25 00:00:00,427,42955.86999999999
2005-12-26 00:00:00,399,138747.69
2005-12-27 00:00:00,1276,558879.56
2005-12-28 00:00:00,1713,748852.1499999998
2005-12-29 00:00:00,2541,1135775.2799999996
2005-12-30 00:00:00,6314,1032618.5200000004
2005-12-31 00:00:00,6207,1793170.9499999986
2006-01-01 00:00:00,549,93268.59
2006-01-02 00:00:00,318,120517.43
2006-01-03 00:00:00,1846,567139.0999999996
2006-01-04 00:00:00,2066,613229.82
2006-01-05 00:00:00,10787,1200232.590000002
2006-01-06 00:00:00,2870,697133.2399999985
2006-01-07 00:00:00,391,279812.35
2006-01-08 00:00:00,328,55757.6
2006-01-09 00:00:00,1376,533354.7899999998
2006-01-10 00:00:00,2564,1051867.1700000004
2006-01-11 00:00:00,2167,579669.8700000001
2006-01-12 00:00:00,4018,1154557.8299999996
2006-01-13 00:00:00,4509,635163.9900000006
2006-01-14 00:00:00,856,137364.99000000005
2006-01-15 00:00:00,3588,236341.39000000004
2006-01-16 00:00:00,972,522773.7
2006-01-17 00:00:00,5129,838297.2300000001
2006-01-18 00:00:00,2665,745274.68
2006-01-19 00:00:00,1708,497811.35000000003
2006-01-20 00:00:00,11596,891448.7399999988
2006-01-21 00:00:00,457,145349.0
2006-01-22 00:00:00,358,124806.66999999994
2006-01-23 00:00:00,1882,1547434.9499999988
2006-01-24 00:00:00,2250,749504.7999999966
2006-01-25 00:00:00,3347,765368.0999999996
2006-01-26 00:00:00,3847,1686680.0399999986
2006-01-27 00:00:00,3846,827524.9100000006
2006-01-28 00:00:00,770,177759.2500000001
2006-01-29 00:00:00,285,97354.44999999998
2006-01-30 00:00:00,2237,1559575.760000001
2006-01-31 00:00:00,5692,1424222.6199999996
2006-02-01 00:00:00,4043,1080810.9199999997
2006-02-02 00:00:00,2958,1434445.8199999996
2006-02-03 00:00:00,11141,847459.4299999999
2006-02-04 00:00:00,628,188784.03999999995
2006-02-05 00:00:00,1890,118915.42999999992
2006-02-06 00:00:00,3599,889467.7899999997
2006-02-07 00:00:00,1953,1984882.1300000004
2006-02-08 00:00:00,5630,2288402.930000001
2006-02-09 00:00:00,3947,1404940.4500000004
2006-02-10 00:00:00,6805,1846056.0200000347
2006-02-11 00:00:00,1101,165308.71999999997
2006-02-12 00:00:00,479,74269.08
2006-02-13 00:00:00,3159,1446909.7900000012
2006-02-14 00:00:00,2950,988155.1600000007
2006-02-15 00:00:00,6214,1530595.300000001
2006-02-16 00:00:00,2865,1318319.8199999991
2006-02-17 00:00:00,3563,2080889.6499999985
2006-02-18 00:00:00,837,359201.10000000015
2006-02-19 00:00:00,447,98968.44999999998
2006-02-20 00:00:00,2196,653559.2000000004
2006-02-21 00:00:00,3511,1646352.19
2006-02-22 00:00:00,2362,2060322.849999999
2006-02-23 00:00:00,3489,1963952.1599999992
2006-02-24 00:00:00,4111,1613461.4399999997
2006-02-25 00:00:00,1247,362569.11000000004
2006-02-26 00:00:00,778,98035.44999999998
2006-02-27 00:00:00,1641,901165.0599999998
2006-02-28 00:00:00,7411,1859249.1700000004
2006-03-01 00:00:00,2646,2257019.6300000004
2006-03-02 00:00:00,1630,1604087.6699999983
2006-03-03 00:00:00,3840,1204829.9399999988
2006-03-04 00:00:00,365,325936.67000000004
2006-03-05 00:00:00,1281,204065.83999999988
2006-03-06 00:00:00,1667,985439.6199999991
2006-03-07 00:00:00,1242,620848.2499999994
2006-03-08 00:00:00,1614,368266.66000000027
2006-03-09 00:00:00,2912,478142.53000000026
2006-03-10 00:00:00,4570,915607.2000000195
2006-03-11 00:00:00,902,139767.5
2006-03-12 00:00:00,580,222555.59000000003
2006-03-13 00:00:00,2066,596448.8499999999
2006-03-14 00:00:00,934,486500.1400000002
2006-03-15 00:00:00,6650,729554.5599999994
2006-03-16 00:00:00,1952,393072.4799999996
2006-03-17 00:00:00,1298,327591.8600000001
2006-03-18 00:00:00,412,123800.45000000001
2006-03-19 00:00:00,228,28551.329999999998
2006-03-20 00:00:00,3064,651473.2000000004
2006-03-21 00:00:00,2028,465288.27000000037
2006-03-22 00:00:00,1274,580206.5299999998
2006-03-23 00:00:00,2302,1027603.3700000006
2006-03-24 00:00:00,3420,782295.2300000016
2006-03-25 00:00:00,732,126946.64000000001
2006-03-26 00:00:00,415,82010.25999999998
2006-03-27 00:00:00,2860,737467.5399999999
2006-03-28 00:00:00,1494,602820.44
2006-03-29 00:00:00,1207,539451.1699999999
2006-03-30 00:00:00,1310,1021794.1199999998
2006-03-31 00:00:00,7427,859176.8699999985
2006-04-01 00:00:00,996,272569.24
2006-04-02 00:00:00,328,55960.450000000004
2006-04-03 00:00:00,986,453432.49999999994
2006-04-04 00:00:00,1660,516956.3000000002
2006-04-05 00:00:00,3324,600470.0899999997
2006-04-06 00:00:00,2856,1148112.3799999994
2006-04-07 00:00:00,2665,633762.5500000002
